index,uuid,num_achievements,num_exercises,num_points,Click,Group,Button,Banner
3334,1117189213,40,244,470,0,CurrentAd,No,Yes
3338,1117189805,9,235,175,0,CurrentAd,No,Yes
3339,1117180869,12,241,172,0,CurrentAd,No,Yes
3340,1117185341,57,139,224,0,CurrentAd,No,Yes
3341,1117181237,69,159,642,0,CurrentAd,No,Yes
3342,1117181245,35,615,367,0,CurrentAd,No,Yes
3343,1117190717,57,287,487,0,CurrentAd,No,Yes
3344,1117204085,64,79,548,0,CurrentAd,No,Yes
3345,1117204181,16,251,243,0,CurrentAd,No,Yes
3347,1117217749,41,287,505,0,CurrentAd,No,Yes
3348,1117207077,34,615,585,1,CurrentAd,No,Yes
3349,1117230397,94,302,305,0,CurrentAd,No,Yes
3350,1117208357,6,429,563,0,CurrentAd,No,Yes
3351,1117208485,51,402,664,0,CurrentAd,No,Yes
3352,1117208669,30,404,89,0,CurrentAd,No,Yes
3353,1117243405,4,110,337,0,CurrentAd,No,Yes
3357,1117244045,56,545,486,0,CurrentAd,No,Yes
3359,1117232781,41,103,417,0,CurrentAd,No,Yes
3362,1117223069,86,444,433,0,CurrentAd,No,Yes
3363,1117223709,35,444,409,0,CurrentAd,No,Yes
3364,1117223797,25,570,35,0,CurrentAd,No,Yes
3365,1117200461,18,43,150,0,CurrentAd,No,Yes
3367,1117200773,11,135,415,0,CurrentAd,No,Yes
3368,1117224829,98,598,130,0,CurrentAd,No,Yes
3369,1117247973,41,68,342,0,CurrentAd,No,Yes
3370,1117202717,52,171,554,0,CurrentAd,No,Yes
3373,1117256597,25,242,252,0,CurrentAd,No,Yes
3374,1117252085,5,633,148,0,CurrentAd,No,Yes
3376,1117253525,25,494,189,0,CurrentAd,No,Yes
3378,1117254261,58,578,270,0,CurrentAd,No,Yes
3381,1117254701,88,148,485,0,CurrentAd,No,Yes
3384,1097661804,96,313,228,0,CurrentAd,No,Yes
3387,1097686932,68,194,259,0,CurrentAd,No,Yes
3392,1097666372,19,76,218,0,CurrentAd,No,Yes
3393,1097677964,69,281,524,0,CurrentAd,No,Yes
3394,1117140525,84,287,555,0,CurrentAd,No,Yes
3395,1117151389,3,431,630,0,CurrentAd,No,Yes
3396,1117162013,96,80,121,0,CurrentAd,No,Yes
3397,1117131093,58,629,58,0,CurrentAd,No,Yes
3399,1117141525,51,151,584,0,CurrentAd,No,Yes
3400,1117121733,2,517,111,0,CurrentAd,No,Yes
3404,1117165413,95,350,172,0,CurrentAd,No,Yes
3406,1117144525,14,14,278,0,CurrentAd,No,Yes
3407,1117144549,53,397,450,0,CurrentAd,No,Yes
3409,1117146197,67,7,535,0,CurrentAd,No,Yes
3411,1117187189,48,627,541,0,CurrentAd,No,Yes
3412,1117168429,26,496,309,0,CurrentAd,No,Yes
3413,1117183637,75,245,666,0,CurrentAd,No,Yes
3414,1117184693,21,662,476,0,CurrentAd,No,Yes
3415,1117175517,64,281,421,0,CurrentAd,No,Yes
3416,1117171133,93,609,293,0,CurrentAd,No,Yes
3418,1117176861,70,399,25,0,CurrentAd,No,Yes
3419,1117176941,48,569,165,0,CurrentAd,No,Yes
3421,1117172565,27,254,68,0,CurrentAd,No,Yes
3423,1117205621,85,657,692,0,CurrentAd,No,Yes
3424,1117240533,54,146,532,0,CurrentAd,No,Yes
3426,1117229557,12,99,615,0,CurrentAd,No,Yes
3428,1117208709,98,236,331,0,CurrentAd,No,Yes
3429,1117197341,48,105,91,0,CurrentAd,No,Yes
3430,1117221629,47,126,77,0,CurrentAd,No,Yes
3431,1117222181,72,559,228,0,CurrentAd,No,Yes
3432,1117210445,65,233,565,0,CurrentAd,No,Yes
3433,1117233597,87,560,657,0,CurrentAd,No,Yes
3434,1117199013,34,69,164,0,CurrentAd,No,Yes
3436,1117211981,28,560,576,0,CurrentAd,No,Yes
3437,1117212109,43,419,237,0,CurrentAd,No,Yes
3443,1117260605,16,476,80,0,CurrentAd,No,Yes
3444,1117270581,86,603,92,0,CurrentAd,No,Yes
3445,1117270805,60,59,639,0,CurrentAd,No,Yes
3448,1117271629,19,77,487,0,CurrentAd,No,Yes
3449,1117267933,91,36,254,0,CurrentAd,No,Yes
3450,1117263213,66,465,38,0,CurrentAd,No,Yes
3451,1117254165,85,76,511,0,CurrentAd,No,Yes
3452,1117263421,41,156,538,0,CurrentAd,No,Yes
3455,1117273373,85,169,56,0,CurrentAd,No,Yes
3456,1117264421,58,328,67,0,CurrentAd,No,Yes
3458,1097673628,96,645,220,0,CurrentAd,No,Yes
3459,1097673644,58,648,548,0,CurrentAd,No,Yes
3461,1097686228,93,243,598,0,CurrentAd,No,Yes
3463,1117159477,28,158,332,0,CurrentAd,No,Yes
3465,1117128629,92,135,679,0,CurrentAd,No,Yes
3466,1117160309,18,338,240,0,CurrentAd,No,Yes
3467,1117150133,45,609,98,0,CurrentAd,No,Yes
3468,1117139477,67,129,195,0,CurrentAd,No,Yes
3470,1117119829,27,498,336,0,CurrentAd,No,Yes
3472,1117151213,69,194,48,0,CurrentAd,No,Yes
3473,1117161621,70,109,648,0,CurrentAd,No,Yes
3474,1117151261,70,190,433,0,CurrentAd,No,Yes
3479,1117153597,56,494,596,0,CurrentAd,No,Yes
3480,1117122957,47,119,521,0,CurrentAd,No,Yes
3481,1117154157,93,41,599,0,CurrentAd,No,Yes
3482,1117143485,92,666,125,0,CurrentAd,No,Yes
3484,1117155341,64,99,397,0,CurrentAd,No,Yes
3486,1117155621,53,98,5,0,CurrentAd,No,Yes
3487,1117145133,89,607,496,0,CurrentAd,No,Yes
3488,1117145805,75,112,432,0,CurrentAd,No,Yes
3489,1117156837,55,530,692,0,CurrentAd,No,Yes
3490,1117178245,82,163,232,0,CurrentAd,No,Yes
3491,1117168957,13,12,181,0,CurrentAd,No,Yes
3492,1117169437,51,577,14,0,CurrentAd,No,Yes
3493,1117178829,30,671,250,0,CurrentAd,No,Yes
3494,1117174469,96,384,482,0,CurrentAd,No,Yes
3495,1117179709,93,445,416,1,CurrentAd,No,Yes
3496,1117175101,92,681,196,0,CurrentAd,No,Yes
3497,1117185061,79,158,429,0,CurrentAd,No,Yes
3498,1117176461,26,214,536,0,CurrentAd,No,Yes
3501,1117181973,80,689,492,0,CurrentAd,No,Yes
3502,1117239013,92,392,548,0,CurrentAd,No,Yes
3503,1117192749,44,657,28,0,CurrentAd,No,Yes
3504,1117228221,45,8,257,0,CurrentAd,No,Yes
3506,1117240293,76,28,649,0,CurrentAd,No,Yes
3510,1117196461,44,500,698,0,CurrentAd,No,Yes
3513,1117231973,33,487,170,0,CurrentAd,No,Yes
3514,1117232157,76,630,644,0,CurrentAd,No,Yes
3517,1117209965,29,216,505,0,CurrentAd,No,Yes
3520,1117234045,96,246,226,0,CurrentAd,No,Yes
3521,1117246317,39,146,357,0,CurrentAd,No,Yes
3522,1117223637,88,54,428,0,CurrentAd,No,Yes
3523,1117234901,30,506,689,0,CurrentAd,No,Yes
3526,1117119741,61,317,383,0,CurrentAd,No,Yes
3527,1117130005,78,67,654,0,CurrentAd,No,Yes
3529,1117151285,91,588,645,0,CurrentAd,No,Yes
3531,1117140965,72,342,7,0,CurrentAd,No,Yes
3532,1117152149,61,601,130,0,CurrentAd,No,Yes
3533,1117152229,64,119,109,0,CurrentAd,No,Yes
3534,1117142189,55,3,621,0,CurrentAd,No,Yes
3535,1117142245,50,381,96,0,CurrentAd,No,Yes
3536,1117163477,66,612,142,0,CurrentAd,No,Yes
3537,1117132021,76,213,650,0,CurrentAd,No,Yes
3539,1117123029,87,507,474,0,CurrentAd,No,Yes
3540,1117123069,50,431,693,0,CurrentAd,No,Yes
3542,1117164693,1,450,481,0,CurrentAd,No,Yes
3545,1117155605,15,591,218,0,CurrentAd,No,Yes
3546,1117144957,10,578,684,0,CurrentAd,No,Yes
3548,1117125165,79,335,668,0,CurrentAd,No,Yes
3549,1117125213,88,670,194,0,CurrentAd,No,Yes
3551,1117125293,28,61,108,0,CurrentAd,No,Yes
3552,1117167309,71,631,205,0,CurrentAd,No,Yes
3554,1117178117,1,224,662,0,CurrentAd,No,Yes
3555,1117187789,99,499,535,0,CurrentAd,No,Yes
3557,1117169181,70,693,177,0,CurrentAd,No,Yes
3560,1117188477,2,285,246,0,CurrentAd,No,Yes
3561,1117183965,76,398,116,0,CurrentAd,No,Yes
3562,1117189437,5,432,374,0,CurrentAd,No,Yes
3563,1117189453,4,683,606,0,CurrentAd,No,Yes
3564,1117171157,99,247,467,0,CurrentAd,No,Yes
3566,1117181341,90,19,85,0,CurrentAd,No,Yes
3568,1117190661,50,571,542,0,CurrentAd,No,Yes
3569,1117190941,64,414,657,0,CurrentAd,No,Yes
3575,1117207757,9,445,140,0,CurrentAd,No,Yes
3576,1117207917,35,667,242,1,CurrentAd,No,Yes
3577,1117196525,14,594,479,0,CurrentAd,No,Yes
3578,1117220853,53,182,3,0,CurrentAd,No,Yes
3580,1117232821,56,246,655,0,CurrentAd,No,Yes
3583,1117233901,9,187,349,0,CurrentAd,No,Yes
3585,1117234957,45,473,469,0,CurrentAd,No,Yes
3589,1117200917,62,521,268,0,CurrentAd,No,Yes
3590,1117224781,97,85,542,0,CurrentAd,No,Yes
3592,1117225557,11,367,326,0,CurrentAd,No,Yes
3593,1117215125,85,576,154,0,CurrentAd,No,Yes
3595,1117238293,19,253,559,0,CurrentAd,No,Yes
3598,1117262013,60,287,454,0,CurrentAd,No,Yes
3600,1117253901,49,423,605,0,CurrentAd,No,Yes
3601,1097649876,9,158,520,0,CurrentAd,No,Yes
3602,1097662484,29,490,572,0,CurrentAd,No,Yes
3604,1097686300,39,248,430,0,CurrentAd,No,Yes
3605,1097651732,50,83,317,0,CurrentAd,No,Yes
3606,1097674724,99,317,336,0,CurrentAd,No,Yes
3607,1097674900,89,141,556,0,CurrentAd,No,Yes
3608,1097686980,9,368,400,0,CurrentAd,No,Yes
3611,1097640668,84,543,9,0,CurrentAd,No,Yes
3615,1097664420,99,559,218,0,CurrentAd,No,Yes
3616,1097653044,0,108,556,0,CurrentAd,No,Yes
3618,1097646116,57,652,120,0,CurrentAd,No,Yes
3619,1097647388,26,61,203,0,CurrentAd,No,Yes
3620,1097682236,32,433,308,0,CurrentAd,No,Yes
3622,1097660716,77,294,590,0,CurrentAd,No,Yes
3623,1097648980,83,22,397,0,CurrentAd,No,Yes
3625,1097672388,90,566,3,0,CurrentAd,No,Yes
3626,1097684244,57,480,74,0,CurrentAd,No,Yes
3627,1097728428,3,180,271,0,CurrentAd,No,Yes
3629,1097697564,92,438,505,0,CurrentAd,No,Yes
3634,1097709948,22,332,100,0,CurrentAd,No,Yes
3635,1097702900,84,263,200,0,CurrentAd,No,Yes
3636,1097703252,82,553,326,0,CurrentAd,No,Yes
3638,1097727668,36,193,564,0,CurrentAd,No,Yes
3639,1117285765,88,581,424,0,CurrentAd,No,Yes
3644,1117306301,24,91,323,0,CurrentAd,No,Yes
3645,1117283397,50,320,334,0,CurrentAd,No,Yes
3646,1117365181,30,697,416,0,CurrentAd,No,Yes
3647,1117357053,98,251,150,0,CurrentAd,No,Yes
3648,1117346661,59,116,462,0,CurrentAd,No,Yes
3650,1117350037,6,524,416,0,CurrentAd,No,Yes
3651,1117372845,38,49,406,0,CurrentAd,No,Yes
3652,1117350821,32,53,466,0,CurrentAd,No,Yes
3654,1117388413,41,233,215,0,CurrentAd,No,Yes
3655,961735752,49,208,41,0,CurrentAd,No,Yes
3658,961740416,16,13,31,0,CurrentAd,No,Yes
3659,961740608,78,614,634,0,CurrentAd,No,Yes
3661,961710344,79,178,487,0,CurrentAd,No,Yes
3665,961795184,36,65,173,0,CurrentAd,No,Yes
3666,961784912,22,644,101,0,CurrentAd,No,Yes
3667,961809896,72,642,344,0,CurrentAd,No,Yes
3668,961803936,56,421,602,0,CurrentAd,No,Yes
3671,961837256,84,84,258,0,CurrentAd,No,Yes
3674,982152033,58,477,186,0,CurrentAd,No,Yes
3676,1117157013,29,222,619,0,CurrentAd,No,Yes
3677,1117173549,97,534,382,0,CurrentAd,No,Yes
3678,1117187869,84,308,416,0,CurrentAd,No,Yes
3679,1117178685,10,498,415,0,CurrentAd,No,Yes
3680,1117188821,29,390,537,0,CurrentAd,No,Yes
3681,1117170301,53,276,265,0,CurrentAd,No,Yes
3682,1117181221,14,379,192,0,CurrentAd,No,Yes
3683,1117176893,83,613,296,0,CurrentAd,No,Yes
3684,1117177277,28,536,141,0,CurrentAd,No,Yes
3685,1117203309,62,285,491,0,CurrentAd,No,Yes
3687,1117227589,9,460,147,0,CurrentAd,No,Yes
3690,1117216261,99,508,396,0,CurrentAd,No,Yes
3691,1117204509,27,516,195,0,CurrentAd,No,Yes
3695,1117229917,6,359,162,0,CurrentAd,No,Yes
3696,1117241573,41,429,405,0,CurrentAd,No,Yes
3706,1117214605,11,651,250,0,CurrentAd,No,Yes
3707,1117269357,5,49,386,0,CurrentAd,No,Yes
3708,1117269981,76,440,399,0,CurrentAd,No,Yes
3709,1117256045,12,406,261,0,CurrentAd,No,Yes
3710,1117252293,59,232,569,0,CurrentAd,No,Yes
3711,1117272693,80,376,238,1,CurrentAd,No,Yes
3714,1117273469,87,136,501,0,CurrentAd,No,Yes
3715,1097684700,14,610,674,0,CurrentAd,No,Yes
3716,1097684828,49,358,229,0,CurrentAd,No,Yes
3717,1097638668,86,218,459,0,CurrentAd,No,Yes
3719,1097662796,94,346,148,0,CurrentAd,No,Yes
3722,1097687084,55,291,327,0,CurrentAd,No,Yes
3723,1097675244,71,246,395,0,CurrentAd,No,Yes
3724,1097663868,95,160,458,0,CurrentAd,No,Yes
3725,1097640884,16,246,130,0,CurrentAd,No,Yes
3726,1097689500,93,686,252,0,CurrentAd,No,Yes
3727,1097689812,4,281,428,0,CurrentAd,No,Yes
3729,1097690380,73,162,195,0,CurrentAd,No,Yes
3730,1097667652,24,85,301,0,CurrentAd,No,Yes
3731,1097644748,75,653,379,0,CurrentAd,No,Yes
3732,1097644780,5,209,82,0,CurrentAd,No,Yes
3733,1097679644,19,505,641,1,CurrentAd,No,Yes
3737,1097647628,96,656,384,0,CurrentAd,No,Yes
3739,1097671460,96,275,385,0,CurrentAd,No,Yes
3740,1097712940,53,63,526,0,CurrentAd,No,Yes
3743,1097730236,43,412,373,0,CurrentAd,No,Yes
3744,1097700980,96,530,173,0,CurrentAd,No,Yes
3745,1097702500,98,518,600,0,CurrentAd,No,Yes
3750,1117277925,29,394,418,0,CurrentAd,No,Yes
3751,1117278285,80,433,449,0,CurrentAd,No,Yes
3753,1117332013,96,84,577,0,CurrentAd,No,Yes
3754,1117332461,87,579,585,0,CurrentAd,No,Yes
3755,1117332725,42,655,550,0,CurrentAd,No,Yes
3760,961748912,90,90,255,0,CurrentAd,No,Yes
3761,961729552,9,473,315,0,CurrentAd,No,Yes
3762,961708112,97,526,205,0,CurrentAd,No,Yes
3763,961754688,90,430,346,0,CurrentAd,No,Yes
3765,1097658900,97,175,240,0,CurrentAd,No,Yes
3766,1097693780,46,12,155,0,CurrentAd,No,Yes
3768,1097694092,96,18,109,0,CurrentAd,No,Yes
3770,1097670652,38,377,74,0,CurrentAd,No,Yes
3773,1097695708,19,219,553,0,CurrentAd,No,Yes
3774,1097712548,46,578,247,0,CurrentAd,No,Yes
3776,1097697716,63,237,696,0,CurrentAd,No,Yes
3778,1097723924,1,566,491,0,CurrentAd,No,Yes
3779,1097702916,39,30,303,0,CurrentAd,No,Yes
3781,1097719404,86,227,633,0,CurrentAd,No,Yes
3784,1117289021,13,368,268,0,CurrentAd,No,Yes
3788,1117291261,83,316,10,0,CurrentAd,No,Yes
3791,1117283109,52,563,371,0,CurrentAd,No,Yes
3792,1117283157,59,61,82,0,CurrentAd,No,Yes
3796,1117344701,75,43,617,0,CurrentAd,No,Yes
3797,1117369405,12,400,21,0,CurrentAd,No,Yes
3799,1117372413,70,399,176,0,CurrentAd,No,Yes
3801,1117362453,41,475,146,0,CurrentAd,No,Yes
3803,961747672,39,586,415,0,CurrentAd,No,Yes
3805,961718120,95,467,585,0,CurrentAd,No,Yes
3806,961751312,53,79,53,0,CurrentAd,No,Yes
3807,961739960,11,342,312,0,CurrentAd,No,Yes
3809,961740720,45,310,243,0,CurrentAd,No,Yes
3812,961794816,74,670,203,0,CurrentAd,No,Yes
3814,961798248,6,498,666,0,CurrentAd,No,Yes
3815,961777328,0,425,191,0,CurrentAd,No,Yes
3816,961812192,71,643,354,0,CurrentAd,No,Yes
3817,961803168,73,331,90,0,CurrentAd,No,Yes
3818,961803872,93,187,97,0,CurrentAd,No,Yes
3819,961820440,57,487,351,0,CurrentAd,No,Yes
3820,982168433,21,22,311,0,CurrentAd,No,Yes
3821,982140385,15,395,570,0,CurrentAd,No,Yes
3822,982151441,63,363,359,0,CurrentAd,No,Yes
3824,982173681,2,213,147,0,CurrentAd,No,Yes
3825,982131625,50,608,38,0,CurrentAd,No,Yes
3826,982142513,85,125,118,0,CurrentAd,No,Yes
3828,982133481,58,285,224,0,CurrentAd,No,Yes
3830,982177593,65,590,375,0,CurrentAd,No,Yes
3831,982190529,99,355,191,0,CurrentAd,No,Yes
3833,982202065,12,589,498,0,CurrentAd,No,Yes
3834,982203529,26,546,270,0,CurrentAd,No,Yes
3835,982183497,15,474,662,0,CurrentAd,No,Yes
3836,982209577,31,153,298,0,CurrentAd,No,Yes
3837,982250961,0,627,451,0,CurrentAd,No,Yes
3838,961856072,79,184,281,0,CurrentAd,No,Yes
3839,961891912,44,67,234,0,CurrentAd,No,Yes
3840,961892040,92,616,153,0,CurrentAd,No,Yes
3841,961860720,76,16,64,0,CurrentAd,No,Yes
3842,961853032,78,593,289,0,CurrentAd,No,Yes
3844,961925488,3,164,542,0,CurrentAd,No,Yes
3845,961916360,6,274,256,0,CurrentAd,No,Yes
3846,961906088,91,223,616,0,CurrentAd,No,Yes
3848,961908072,31,433,461,0,CurrentAd,No,Yes
3850,961955536,37,16,565,0,CurrentAd,No,Yes
3851,961965480,29,164,502,0,CurrentAd,No,Yes
3852,961959304,36,674,129,0,CurrentAd,No,Yes
3858,962041832,81,502,61,0,CurrentAd,No,Yes
3861,962082184,3,689,541,0,CurrentAd,No,Yes
3862,962048288,61,508,170,0,CurrentAd,No,Yes
3863,962084344,33,593,126,0,CurrentAd,No,Yes
3864,962073200,44,110,333,0,CurrentAd,No,Yes
3866,962122816,48,30,551,1,CurrentAd,No,Yes
3867,962108432,29,33,581,0,CurrentAd,No,Yes
3868,962116424,18,403,326,0,CurrentAd,No,Yes
3869,962116504,38,352,522,0,CurrentAd,No,Yes
3870,962111600,92,457,186,0,CurrentAd,No,Yes
3871,962112648,47,564,216,0,CurrentAd,No,Yes
3872,962106512,41,371,553,0,CurrentAd,No,Yes
3874,962135760,67,198,2,0,CurrentAd,No,Yes
3876,962121048,78,469,289,0,CurrentAd,No,Yes
3877,962136240,53,187,441,0,CurrentAd,No,Yes
3878,962147768,90,588,654,0,CurrentAd,No,Yes
3879,962138488,67,195,230,0,CurrentAd,No,Yes
3880,962150752,25,521,280,0,CurrentAd,No,Yes
3881,962185064,81,578,587,0,CurrentAd,No,Yes
3882,962152216,16,586,514,0,CurrentAd,No,Yes
3884,962153200,51,118,582,0,CurrentAd,No,Yes
3885,962022088,82,155,453,0,CurrentAd,No,Yes
3886,962033352,68,149,382,1,CurrentAd,No,Yes
3888,962035864,7,321,232,0,CurrentAd,No,Yes
3890,962038104,33,205,400,0,CurrentAd,No,Yes
3892,961993576,5,292,285,0,CurrentAd,No,Yes
3894,962085352,64,577,225,0,CurrentAd,No,Yes
3895,962074344,24,58,212,0,CurrentAd,No,Yes
3896,962129064,18,454,405,0,CurrentAd,No,Yes
3897,962110912,62,523,452,0,CurrentAd,No,Yes
3899,962112480,5,148,129,0,CurrentAd,No,Yes
3900,962127256,2,324,145,0,CurrentAd,No,Yes
3901,962120024,42,595,662,0,CurrentAd,No,Yes
3902,962127736,28,469,16,0,CurrentAd,No,Yes
3903,962120904,96,684,371,0,CurrentAd,No,Yes
3904,962182280,20,415,241,0,CurrentAd,No,Yes
3905,962162072,39,596,580,0,CurrentAd,No,Yes
3907,962175144,0,295,442,0,CurrentAd,No,Yes
3908,962155584,70,170,319,0,CurrentAd,No,Yes
3909,962144544,18,230,492,0,CurrentAd,No,Yes
3910,962181424,42,685,139,0,CurrentAd,No,Yes
3911,962170440,60,251,432,0,CurrentAd,No,Yes
3912,962205952,94,570,59,0,CurrentAd,No,Yes
3917,962218440,27,158,608,0,CurrentAd,No,Yes
3918,962229352,15,587,201,0,CurrentAd,No,Yes
3919,962229912,49,9,611,0,CurrentAd,No,Yes
3922,962210536,58,385,681,0,CurrentAd,No,Yes
3923,962235648,53,455,572,0,CurrentAd,No,Yes
3925,962248344,90,199,524,0,CurrentAd,No,Yes
3926,962226104,54,530,168,0,CurrentAd,No,Yes
3928,962281352,14,329,27,0,CurrentAd,No,Yes
3929,962262144,65,681,381,0,CurrentAd,No,Yes
3930,962262400,19,94,235,0,CurrentAd,No,Yes
3931,962272448,85,333,278,0,CurrentAd,No,Yes
3933,962282616,42,37,679,0,CurrentAd,No,Yes
3935,962273480,74,157,508,0,CurrentAd,No,Yes
3938,962283136,18,534,564,0,CurrentAd,No,Yes
3941,962264928,17,326,492,0,CurrentAd,No,Yes
3942,962264976,54,169,357,0,CurrentAd,No,Yes
3945,962257768,35,503,322,0,CurrentAd,No,Yes
3947,962269168,39,405,630,0,CurrentAd,No,Yes
3948,962279656,33,354,197,0,CurrentAd,No,Yes
3952,982267953,82,27,253,0,CurrentAd,No,Yes
3954,982295985,14,643,531,0,CurrentAd,No,Yes
3958,982275033,29,489,69,0,CurrentAd,No,Yes
3959,982286801,1,86,522,0,CurrentAd,No,Yes
3961,982321849,42,139,332,0,CurrentAd,No,Yes
3964,982289465,1,345,345,0,CurrentAd,No,Yes
3967,982302769,56,318,594,0,CurrentAd,No,Yes
3969,982306601,98,395,370,0,CurrentAd,No,Yes
3970,982330617,8,136,421,0,CurrentAd,No,Yes
3971,982332057,65,649,94,0,CurrentAd,No,Yes
3972,982377289,44,511,137,0,CurrentAd,No,Yes
3973,982344353,77,17,419,0,CurrentAd,No,Yes
3974,982333785,41,517,432,0,CurrentAd,No,Yes
3975,982333841,6,24,393,0,CurrentAd,No,Yes
3976,982377913,77,250,152,0,CurrentAd,No,Yes
3977,982356041,44,450,104,0,CurrentAd,No,Yes
3979,982333977,7,581,562,0,CurrentAd,No,Yes
3980,1097656148,93,502,307,0,CurrentAd,No,Yes
3981,1097644868,53,569,79,0,CurrentAd,No,Yes
3983,1097692948,46,174,636,0,CurrentAd,No,Yes
3984,1097695404,19,500,116,0,CurrentAd,No,Yes
3985,1097696268,77,63,645,0,CurrentAd,No,Yes
3987,1097704572,47,179,252,0,CurrentAd,No,Yes
3988,1097721500,62,584,666,0,CurrentAd,No,Yes
3991,1097708612,2,312,425,0,CurrentAd,No,Yes
3992,1097716940,69,233,232,0,CurrentAd,No,Yes
3994,1097703396,51,693,103,0,CurrentAd,No,Yes
3995,1117320901,20,619,596,0,CurrentAd,No,Yes
3996,1117276917,81,187,419,0,CurrentAd,No,Yes
3997,1117312485,26,300,522,0,CurrentAd,No,Yes
4000,1117304557,2,174,147,0,CurrentAd,No,Yes
4001,1117281885,62,97,619,0,CurrentAd,No,Yes
4002,1117316853,25,209,530,0,CurrentAd,No,Yes
4003,1117317789,28,271,286,0,CurrentAd,No,Yes
4004,1117283101,26,464,610,0,CurrentAd,No,Yes
4006,1117345605,49,126,201,0,CurrentAd,No,Yes
4007,1117368237,37,133,109,0,CurrentAd,No,Yes
4010,1117373573,63,143,339,0,CurrentAd,No,Yes
4012,1117340229,16,266,250,0,CurrentAd,No,Yes
4013,1117385061,52,227,245,1,CurrentAd,No,Yes
4014,1117373821,60,87,609,0,CurrentAd,No,Yes
4015,1117350949,62,460,307,0,CurrentAd,No,Yes
4016,961747400,19,457,245,0,CurrentAd,No,Yes
4017,961706888,34,411,3,0,CurrentAd,No,Yes
4018,961729472,63,574,154,0,CurrentAd,No,Yes
4021,961711536,63,34,325,0,CurrentAd,No,Yes
4025,961783376,68,315,102,0,CurrentAd,No,Yes
4026,961783480,71,627,553,0,CurrentAd,No,Yes
4028,961774496,80,389,650,0,CurrentAd,No,Yes
4029,961799368,34,247,366,0,CurrentAd,No,Yes
4031,961781152,64,441,140,0,CurrentAd,No,Yes
4033,961832400,34,77,399,0,CurrentAd,No,Yes
4034,982146593,23,455,412,0,CurrentAd,No,Yes
4035,982136353,79,193,329,0,CurrentAd,No,Yes
4037,982172897,80,483,247,0,CurrentAd,No,Yes
4038,982133369,81,73,112,0,CurrentAd,No,Yes
4039,982178681,28,630,203,0,CurrentAd,No,Yes
4042,982215609,17,348,554,0,CurrentAd,No,Yes
4043,982194641,6,54,137,0,CurrentAd,No,Yes
4044,982211121,8,416,2,0,CurrentAd,No,Yes
4045,982236321,16,495,271,0,CurrentAd,No,Yes
4046,982247929,5,417,38,0,CurrentAd,No,Yes
4048,982256025,41,402,303,0,CurrentAd,No,Yes
4050,961856448,94,559,47,0,CurrentAd,No,Yes
4052,961869248,54,308,422,0,CurrentAd,No,Yes
4053,961881800,44,382,698,0,CurrentAd,No,Yes
4055,961883808,82,45,85,0,CurrentAd,No,Yes
4057,961886816,56,295,244,0,CurrentAd,No,Yes
4058,961925288,37,275,243,0,CurrentAd,No,Yes
4060,961948304,87,140,534,0,CurrentAd,No,Yes
4061,961914912,82,645,29,0,CurrentAd,No,Yes
4063,961949728,58,158,377,0,CurrentAd,No,Yes
4065,961954768,74,231,622,0,CurrentAd,No,Yes
4066,961961712,32,231,618,0,CurrentAd,No,Yes
4067,961962104,16,585,2,0,CurrentAd,No,Yes
4068,961969088,95,94,152,0,CurrentAd,No,Yes
4069,961979680,50,467,168,0,CurrentAd,No,Yes
4071,961990832,89,210,443,0,CurrentAd,No,Yes
4072,962037616,28,360,103,0,CurrentAd,No,Yes
4074,1097686492,67,79,511,0,CurrentAd,No,Yes
4076,1097651892,36,309,459,0,CurrentAd,No,Yes
4077,1097652012,47,645,207,0,CurrentAd,No,Yes
4080,1097666348,45,113,57,0,CurrentAd,No,Yes
4083,1097667028,64,213,387,0,CurrentAd,No,Yes
4084,1097679444,91,227,668,0,CurrentAd,No,Yes
4087,1097679764,64,50,282,1,CurrentAd,No,Yes
4088,1097692756,4,287,380,0,CurrentAd,No,Yes
4091,1097681156,68,353,552,0,CurrentAd,No,Yes
4093,1097695228,84,229,618,0,CurrentAd,No,Yes
4094,1097729860,32,455,434,0,CurrentAd,No,Yes
4096,1097710500,24,113,204,0,CurrentAd,No,Yes
4097,1097703308,71,379,160,0,CurrentAd,No,Yes
4098,1117297981,20,439,148,0,CurrentAd,No,Yes
4099,1117321981,7,296,202,0,CurrentAd,No,Yes
4100,1117299269,10,135,396,0,CurrentAd,No,Yes
4103,1117303525,59,288,130,0,CurrentAd,No,Yes
4104,1117303989,64,690,699,0,CurrentAd,No,Yes
4105,1117293301,32,632,208,0,CurrentAd,No,Yes
4107,1117305605,55,405,472,0,CurrentAd,No,Yes
4108,1117330997,33,680,607,0,CurrentAd,No,Yes
4109,1117343285,39,75,294,0,CurrentAd,No,Yes
4111,1117372541,12,520,104,0,CurrentAd,No,Yes
4113,1117384725,72,340,437,0,CurrentAd,No,Yes
4115,1117340453,61,54,682,0,CurrentAd,No,Yes
4116,961702552,30,168,195,0,CurrentAd,No,Yes
4117,961704488,76,343,626,0,CurrentAd,No,Yes
4119,961710216,16,534,329,0,CurrentAd,No,Yes
4120,961732736,18,658,596,0,CurrentAd,No,Yes
4121,961734128,49,26,520,0,CurrentAd,No,Yes
4122,961723496,58,483,39,0,CurrentAd,No,Yes
4123,961746528,75,553,308,0,CurrentAd,No,Yes
